timeindex;heat_demand;temp_feed_flow;temp_back_flow;T_foerde_scaled;T_hs_ff;T_cons_ff;T_cons_bf;solar_heat_flow;el_spot_price;co2_price;ef_om;ef_dm;hp_c_1;hp_c_0;hp_Q_max;hp_Q_min;biogas_price;ice_H_max;ice_H_min;ice_eta_el;ice_eta_th
2040-01-01 00:00:00;47.14;81.99;39.36;6.18;6;81;40;0.0;87.2164375877;126.0;0.0;0.0;3.3188741334595755;-0.129058799710985;0.9765093163963556;0.2904109423857043;124.82;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2040-01-01 01:00:00;45.44;80.58;39.24;6.18;6;80;40;0.0;87.2164375877;126.0;0.0;0.0;3.3574178703712434;-0.1306355043947266;0.9808158237232028;0.2912785464581527;124.82;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2040-01-01 02:00:00;46.17;80.67;39.28;6.18;6;80;40;0.0;72.9981099467;126.0;0.0;0.0;3.3574178703712434;-0.1306355043947266;0.9808158237232028;0.2912785464581527;124.82;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2040-01-01 03:00:00;46.04;80.74;39.53;6.18;6;80;40;0.0;70.2757467145;126.0;0.0;0.0;3.3574178703712434;-0.1306355043947266;0.9808158237232028;0.2912785464581527;124.82;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2040-01-01 04:00:00;47.22;81.04;39.43;6.18;6;81;40;0.0;70.2757467145;126.0;0.0;0.0;3.3188741334595755;-0.129058799710985;0.9765093163963556;0.2904109423857043;124.82;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2040-01-01 05:00:00;50.33;81.24;39.2;6.18;6;81;40;0.0;70.2757467145;126.0;0.0;0.0;3.3188741334595755;-0.129058799710985;0.9765093163963556;0.2904109423857043;124.82;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2040-01-01 06:00:00;53.41;81.61;39.14;6.18;6;81;40;0.0;70.2757467145;126.0;0.0;0.0;3.3188741334595755;-0.129058799710985;0.9765093163963556;0.2904109423857043;124.82;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2040-01-01 07:00:00;55.93;82.38;39.37;6.18;6;82;40;0.0;70.2757467145;126.0;0.0;0.0;3.2782906809801835;-0.1268181792028395;0.9728103672781194;0.2897927780723301;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-01 08:00:00;57.82;82.84;39.45;6.18;6;82;40;0.0;70.2757467145;126.0;0.0;0.0;3.2782906809801835;-0.1268181792028395;0.9728103672781194;0.2897927780723301;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-01 09:00:00;59.81;82.86;39.5;6.18;6;82;40;0.0;70.2757467145;126.0;0.0;0.0;3.2782906809801835;-0.1268181792028395;0.9728103672781194;0.2897927780723301;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-01 10:00:00;58.95;83.18;39.68;6.18;6;83;40;0.0;70.2757467145;126.0;0.0;0.0;3.2377545152649976;-0.1244622165044196;0.9692280213208312;0.2892179235678033;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-01 11:00:00;57.03;83.13;39.83;6.18;6;83;40;0.0;70.2757467145;126.0;0.0;0.0;3.2377545152649976;-0.1244622165044196;0.9692280213208312;0.2892179235678033;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-01 12:00:00;55.98;83.2;39.87;6.18;6;83;40;2.4482082650410923e-05;70.2757467145;126.0;0.0;0.0;3.2377545152649976;-0.1244622165044196;0.9692280213208312;0.2892179235678033;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-01 13:00:00;57.02;83.19;39.95;6.18;6;83;40;0.0;70.2757467145;126.0;0.0;0.0;3.2377545152649976;-0.1244622165044196;0.9692280213208312;0.2892179235678033;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-01 14:00:00;57.96;83.1;40.05;6.18;6;83;40;0.0;74.6899210484;126.0;0.0;0.0;3.2377545152649976;-0.1244622165044196;0.9692280213208312;0.2892179235678033;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-01 15:00:00;58.93;83.04;40.03;6.18;6;83;40;0.0;90.4276392422;126.0;0.0018538358212447;0.0018538358212447;3.2377545152649976;-0.1244622165044196;0.9692280213208312;0.2892179235678033;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-01 16:00:00;60.5;83.32;40.12;6.18;6;83;40;0.0;100.617489233;126.0;0.0698514646876343;1268387949172718.0;3.2377545152649976;-0.1244622165044196;0.9692280213208312;0.2892179235678033;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
